Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
 22/12/2015 4:30:10 PM,0,"1,237,247",1,1,1,"2,519,226","830,896","3,128,685",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","138,426",1,1,1,1,1,1,0,"1,692,387",0,"1,333,889",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:11 PM,0,"1,242,742",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,383,459",1,1,1,1,1,1,0,"1,692,387",0,"1,330,813",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:12 PM,0,"1,244,705",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,381,056",1,1,1,1,1,1,0,"1,692,387",0,"1,328,121",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:13 PM,0,"124,863",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,381,457",1,1,1,1,1,1,0,"1,692,387",0,"1,325,814",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:14 PM,0,"1,250,593",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,454",1,1,1,1,1,1,0,"1,692,387",0,"1,327,737",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:15 PM,0,"1,245,883",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,378,252",1,1,1,1,1,1,0,"1,692,387",0,"1,326,967",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:16 PM,0,"124,392",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,375,449",1,1,1,1,1,1,0,"1,692,387",0,"1,328,506",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:17 PM,0,"124,392",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,373,846",1,1,1,1,1,1,0,"1,692,387",0,"132,889",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:18 PM,0,"1,241,957",1,1,1,"2,519,226","830,896","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,374,247",1,1,1,1,1,1,0,"1,692,387",0,"1,330,813",1,1,1,1,1,"7,444,117","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:19 PM,0,"1,241,172",1,1,1,"2,519,226","830,896","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,372,244",1,1,1,1,1,1,0,"1,692,387",0,"1,330,813",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:20 PM,0,"1,241,565",1,1,1,"2,519,226","830,896","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,373,446",1,1,1,1,1,1,0,"1,692,387",0,"1,335,811",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:21 PM,0,"1,243,135",1,1,1,"2,519,226","830,896","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,371,043",1,1,1,1,1,1,0,"1,692,387",0,"1,334,273",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:22 PM,0,"1,241,565",1,1,1,"2,519,226","830,896","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,375,449",1,1,1,1,1,1,0,"1,692,387",0,"1,337,349",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:23 PM,0,"124,078",1,1,1,"2,519,226","8,309,921","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,373,446",1,1,1,1,1,1,0,"1,692,387",0,"1,336,196",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:24 PM,0,"124,078",1,1,1,"2,519,226","8,309,921","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,373,446",1,1,1,1,1,1,0,"1,692,387",0,"1,336,196",1,1,1,1,1,"744,636","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:25 PM,0,"124,078",1,1,1,"2,519,226","8,311,844","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,375,849",1,1,1,1,1,1,0,"1,692,387",0,"1,335,427",1,1,1,1,1,"7,445,399","1,753,909","2,607,024","1,235,452","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:26 PM,0,"1,237,247",1,1,1,"2,519,226","8,311,844","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,375,449",1,1,1,1,1,1,0,"1,692,387",0,"133,658",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,235,452","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:27 PM,0,"1,236,854",1,1,1,"2,519,226","8,311,844","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,375,849",1,1,1,1,1,1,0,"1,692,387",0,"133,658",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,235,452","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:28 PM,0,"1,235,677",1,1,1,"2,519,226","8,313,766","3,127,916",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,377,051",1,1,1,1,1,1,0,"1,692,387",0,"133,658",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:29 PM,0,"1,232,144",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,378,252",1,1,1,1,1,1,0,"1,692,387",0,"1,335,811",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,234,299","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:30 PM,0,"1,233,714",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,374,247",1,1,1,1,1,1,0,"1,692,387",0,"1,334,658",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,234,299","0,001538067","0,001408992","0,001664373",0,1,1,"9,100,231",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:31 PM,0,"1,231,752",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,378,252",1,1,1,1,1,1,0,"1,692,387",0,"1,334,273",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,234,299","0,001538067","0,001408992","0,001664373",0,1,1,"9,020,123",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:32 PM,0,"1,235,284",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,454",1,1,1,1,1,1,0,"1,692,387",0,"1,334,273",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,234,299","0,001538067","0,001408992","0,001664373",0,1,1,"9,020,123",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:33 PM,0,"1,237,639",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,380,255",1,1,1,1,1,1,0,"1,692,899",0,"1,333,889",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,234,299","0,001538067","0,001408992","0,001664373",0,1,1,"9,020,123",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:34 PM,0,"1,239,995",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,381,857",1,1,1,1,1,1,0,"1,694,437",0,"1,333,889",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,234,299","0,001538067","0,001408992","0,001664373",0,1,1,"9,020,123",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:35 PM,0,"1,241,957",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,380,255",1,1,1,1,1,1,0,"1,694,437",0,"1,331,966",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,233,914","0,001538067","0,001408992","0,001664373",0,1,1,"9,020,123",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:36 PM,0,"124,078",1,1,1,"2,519,226","8,313,766","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,378,252",1,1,1,1,1,1,0,"1,694,437",0,"1,331,966",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,020,123",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:37 PM,0,"1,239,995",1,1,1,"2,519,226","8,309,921","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,053",1,1,1,1,1,1,0,"1,692,643",0,"1,330,428",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,020,123",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:38 PM,0,"1,241,565",1,1,1,"2,519,226","8,309,921","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","137,625",1,1,1,1,1,1,0,"1,692,643",0,"1,333,889",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:39 PM,0,"1,247,453",1,1,1,"2,519,226","8,309,921","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,053",1,1,1,1,1,1,0,"1,692,643",0,"1,333,889",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:40 PM,0,"1,249,415",1,1,1,"2,519,226","8,309,921","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,053",1,1,1,1,1,1,0,"1,692,643",0,"1,334,658",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:41 PM,0,"1,251,378",1,1,1,"2,519,226","8,309,921","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,053",1,1,1,1,1,1,0,"1,692,643",0,"1,333,504",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:42 PM,0,"1,254,518",1,1,1,"2,519,226","8,309,921","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,377,852",1,1,1,1,1,1,0,"1,692,643",0,"1,330,813",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","123,353","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:43 PM,0,"1,255,303",1,1,1,"2,519,226","8,309,921","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,855",1,1,1,1,1,1,0,"1,692,643",0,"132,889",1,1,1,1,1,"7,444,758","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:44 PM,0,"1,252,556",1,1,1,"2,519,226","8,307,037","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,855",1,1,1,1,1,1,0,"1,692,643",0,"1,326,198",1,1,1,1,1,"7,444,117","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:45 PM,0,"1,250,985",1,1,1,"2,519,226","8,307,037","3,129,198",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,855",1,1,1,1,1,1,0,"1,692,643",0,"1,323,891",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:46 PM,0,"1,245,883",1,1,1,"2,519,226","8,307,037","3,130,479",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,053",1,1,1,1,1,1,0,"1,692,643",0,"1,322,353",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:47 PM,0,"1,242,742",1,1,1,"2,519,226","8,307,037","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,053",1,1,1,1,1,1,0,"1,692,643",0,"1,318,508",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:48 PM,0,"1,241,957",1,1,1,"2,519,226","8,307,037","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,454",1,1,1,1,1,1,0,"1,692,643",0,"1,316,201",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:49 PM,0,"1,241,172",1,1,1,"2,519,226","8,307,037","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,454",1,1,1,1,1,1,0,"1,694,181",0,"1,314,663",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:50 PM,0,"1,241,957",1,1,1,"2,519,226","8,305,115","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,382,258",1,1,1,1,1,1,0,"1,694,181",0,"1,314,663",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:51 PM,0,"124,392",1,1,1,"2,519,226","8,305,115","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,381,857",1,1,1,1,1,1,0,"1,694,181",0,"1,315,047",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:52 PM,0,"1,246,668",1,1,1,"2,519,226","8,305,115","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,382,258",1,1,1,1,1,1,0,"1,694,181",0,"1,314,278",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:53 PM,0,"1,241,957",1,1,1,"2,519,226","8,305,115","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,383,059",1,1,1,1,1,1,0,"1,694,181",0,"1,315,432",1,1,1,1,1,"7,443,476","1,753,909","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:54 PM,0,"1,241,565",1,1,1,"2,519,226","8,305,115","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,381,056",1,1,1,1,1,1,0,"1,694,181",0,"1,318,508",1,1,1,1,1,"7,443,476","1,754,166","2,607,024","1,235,068","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:55 PM,0,"1,235,677",1,1,1,"2,519,226","8,305,115","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,383,059",1,1,1,1,1,1,0,"1,694,181",0,"132,12",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","123,353","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:56 PM,0,"1,237,247",1,1,1,"2,519,226","8,307,037","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,380,255",1,1,1,1,1,1,0,"1,694,181",0,"1,324,276",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:57 PM,0,"1,235,284",1,1,1,"2,519,226","8,307,037","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,381,457",1,1,1,1,1,1,0,"1,694,181",0,"1,325,814",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:58 PM,0,"1,232,144",1,1,1,"2,519,226","8,307,037","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,383,459",1,1,1,1,1,1,0,"1,694,181",0,"1,326,198",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:30:59 PM,0,"1,233,714",1,1,1,"2,519,226","8,310,242","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,381,056",1,1,1,1,1,1,0,"1,694,181",0,"1,328,121",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:31:00 PM,0,"1,235,284",1,1,1,"2,519,226","8,310,242","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,855",1,1,1,1,1,1,0,"1,694,181",0,"1,329,659",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:31:01 PM,0,"1,239,995",1,1,1,"2,519,226","8,310,242","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,380,255",1,1,1,1,1,1,0,"1,694,181",0,"1,328,506",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:31:02 PM,0,"1,241,565",1,1,1,"2,519,226","8,310,242","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,454",1,1,1,1,1,1,0,"1,694,181",0,"1,331,966",1,1,1,1,1,"7,443,476","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:31:03 PM,0,"1,241,565",1,1,1,"2,519,226","8,310,242","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,379,053",1,1,1,1,1,1,0,"1,695,463",0,"1,330,813",1,1,1,1,1,"7,445,399","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
 22/12/2015 4:31:04 PM,0,"1,244,705",1,1,1,"2,519,226","8,310,242","3,131,761",0,1,1,1,1,1,1,1,"2,560,983","0,0002562214","1,377,051",1,1,1,1,1,1,0,"1,695,463",0,"1,332,351",1,1,1,1,1,"7,445,399","1,755,704","2,607,024","1,233,145","0,001538067","0,001408992","0,001664373",0,1,1,"9,068,188",0,"33,485","0,0002563035",1,1,1,Normal
